_id,TURU,KURTARMA TURU,BILDIRIM TARIHI,MAHALLE
5383,Kurtarma,Kapı Açma,2017-09-04 22:56:00.000,SEHITKAMIL
5384,Kurtarma,Kapı Açma,2017-09-04 12:59:00.000,ISLAHIYE
5385,Kurtarma,Kapı Açma,2017-09-02 13:05:00.000,SEHITKAMIL
5386,Kurtarma,Kapı Açma,2017-09-06 05:13:00.000,SEHITKAMIL
5387,Kurtarma,Kapı Açma,2017-09-02 21:23:00.000,ISLAHIYE
5388,Kurtarma,Kapı Açma,2017-09-04 19:22:00.000,SAHINBEY
5389,Kurtarma,Kapı Açma,2017-09-08 16:05:00.000,SEHITKAMIL
5390,Kurtarma,Kapı Açma,2017-09-08 22:37:00.000,NIZIP
5391,Kurtarma,Kapı Açma,2017-09-10 11:21:00.000,SAHINBEY
5392,Kurtarma,Kapı Açma,2017-09-10 21:06:00.000,SEHITKAMIL
5393,Kurtarma,Kapı Açma,2017-09-10 21:06:00.000,SEHITKAMIL
5394,Kurtarma,Kapı Açma,2017-09-08 22:01:00.000,SEHITKAMIL
5395,Kurtarma,Kapı Açma,2017-09-11 15:45:00.000,SAHINBEY
5396,Kurtarma,Kapı Açma,2017-09-11 18:56:00.000,SAHINBEY
5397,Kurtarma,Kapı Açma,2017-09-11 20:59:00.000,NURDAGI
5398,Kurtarma,Kapı Açma,2017-09-14 08:50:00.000,SAHINBEY
5399,Kurtarma,Kapı Açma,2017-09-11 06:24:00.000,SAHINBEY
5400,Kurtarma,Kapı Açma,2017-09-15 00:34:00.000,NIZIP
5401,Kurtarma,Kapı Açma,2017-09-15 13:22:00.000,NIZIP
5402,Kurtarma,Kapı Açma,2017-09-14 22:07:00.000,SEHITKAMIL
5403,Kurtarma,Kapı Açma,2017-09-15 14:31:00.000,SEHITKAMIL
5404,Kurtarma,Kapı Açma,2017-09-13 23:45:00.000,SAHINBEY
5405,Kurtarma,Kapı Açma,2017-09-17 18:35:00.000,SEHITKAMIL
5406,Kurtarma,Kapı Açma,2017-09-18 20:41:00.000,SEHITKAMIL
5407,Kurtarma,Kapı Açma,2017-09-17 00:21:00.000,NIZIP
5408,Kurtarma,Kapı Açma,2017-09-17 12:27:00.000,SEHITKAMIL
5409,Kurtarma,Kapı Açma,2017-09-18 14:10:00.000,SAHINBEY
5410,Kurtarma,Kapı Açma,2017-09-19 18:38:00.000,NIZIP
5411,Kurtarma,Kapı Açma,2017-09-20 16:51:00.000,ISLAHIYE
5412,Kurtarma,Kapı Açma,2017-09-20 23:11:00.000,SAHINBEY
5413,Kurtarma,Kapı Açma,2017-09-19 22:40:00.000,SEHITKAMIL
5414,Kurtarma,Kapı Açma,2017-09-21 23:02:00.000,SEHITKAMIL
5415,Kurtarma,Kapı Açma,2017-09-21 11:55:00.000,SAHINBEY
5416,Kurtarma,Kapı Açma,2017-09-24 23:12:00.000,ISLAHIYE
5417,Kurtarma,Kapı Açma,2017-09-23 00:35:00.000,SEHITKAMIL
5418,Kurtarma,Kapı Açma,2017-09-24 22:16:00.000,NIZIP
5419,Kurtarma,Kapı Açma,2017-09-30 00:29:00.000,SEHITKAMIL
5420,Kurtarma,Kapı Açma,2017-09-29 10:43:00.000,SAHINBEY
5421,Kurtarma,Kapı Açma,2017-09-28 16:00:00.000,SEHITKAMIL
5422,Kurtarma,Kapı Açma,2017-09-27 23:30:00.000,SEHITKAMIL
5423,Kurtarma,Kapı Açma,2017-09-27 23:54:00.000,NIZIP
5424,Kurtarma,Kapı Açma,2017-09-27 12:23:00.000,ARABAN
5425,Kurtarma,Kapı Açma,2017-09-24 23:21:00.000,SAHINBEY
5426,Kurtarma,Kapı Açma,2017-09-24 01:15:00.000,SEHITKAMIL
5427,Kurtarma,Kapı Açma,2017-09-23 19:15:00.000,SEHITKAMIL
5428,Kurtarma,Kapı Açma,2017-10-03 07:46:00.000,SEHITKAMIL
5429,Kurtarma,Kapı Açma,2017-10-04 08:50:00.000,SAHINBEY
5430,Kurtarma,Kapı Açma,2017-10-07 17:58:00.000,SAHINBEY
5431,Kurtarma,Kapı Açma,2017-10-06 20:31:00.000,ISLAHIYE
5432,Kurtarma,Kapı Açma,2017-06-07 07:28:00.000,SEHITKAMIL
5433,Kurtarma,Kapı Açma,2017-10-04 11:18:00.000,SAHINBEY
5434,Kurtarma,Kapı Açma,2017-10-04 14:34:00.000,SAHINBEY
5435,Kurtarma,Kapı Açma,2017-10-04 23:47:00.000,SEHITKAMIL
5436,Kurtarma,Kapı Açma,2017-10-08 12:32:00.000,SEHITKAMIL
5437,Kurtarma,Kapı Açma,2017-10-08 16:01:00.000,SEHITKAMIL
5438,Kurtarma,Kapı Açma,2017-10-10 22:43:00.000,SAHINBEY
5439,Kurtarma,Kapı Açma,2017-10-14 16:55:00.000,SEHITKAMIL
5440,Kurtarma,Kapı Açma,2017-10-15 20:22:00.000,SAHINBEY
5441,Kurtarma,Kapı Açma,2017-10-11 12:56:00.000,SAHINBEY
5442,Kurtarma,Kapı Açma,2017-10-11 14:43:00.000,NIZIP
5443,Kurtarma,Kapı Açma,2017-10-16 16:20:00.000,SEHITKAMIL
5444,Kurtarma,Kapı Açma,2017-10-15 00:12:00.000,NIZIP
5445,Kurtarma,Kapı Açma,2017-10-17 14:30:00.000,SAHINBEY
5446,Kurtarma,Kapı Açma,2017-10-17 19:59:00.000,ISLAHIYE
5447,Kurtarma,Kapı Açma,2017-10-17 01:49:00.000,SEHITKAMIL
5448,Kurtarma,Kapı Açma,2017-10-15 22:10:00.000,SAHINBEY
5449,Kurtarma,Kapı Açma,2017-10-19 01:35:00.000,SEHITKAMIL
5450,Kurtarma,Kapı Açma,2017-10-19 12:38:00.000,SAHINBEY
5451,Kurtarma,Kapı Açma,2017-10-20 18:00:00.000,SAHINBEY
5452,Kurtarma,Kapı Açma,2017-10-22 17:24:00.000,SEHITKAMIL
5453,Kurtarma,Kapı Açma,2017-10-22 18:17:00.000,SAHINBEY
5454,Kurtarma,Kapı Açma,2017-10-22 10:59:00.000,NIZIP
5455,Kurtarma,Kapı Açma,2017-10-24 11:26:00.000,ARABAN
5456,Kurtarma,Kapı Açma,2017-10-24 19:17:00.000,SEHITKAMIL
5457,Kurtarma,Kapı Açma,2017-10-25 10:57:00.000,NIZIP
5458,Kurtarma,Kapı Açma,2017-10-25 21:15:00.000,SAHINBEY
5459,Kurtarma,Kapı Açma,2017-10-27 15:36:00.000,NIZIP
5460,Kurtarma,Kapı Açma,2017-10-26 13:45:00.000,SEHITKAMIL
5461,Kurtarma,Kapı Açma,2017-10-29 05:03:00.000,ARABAN
5462,Kurtarma,Kapı Açma,2017-11-01 22:55:00.000,SEHITKAMIL
5463,Kurtarma,Kapı Açma,2017-10-31 17:57:00.000,SEHITKAMIL
5464,Kurtarma,Kapı Açma,2017-10-30 08:35:00.000,SEHITKAMIL
5465,Kurtarma,Kapı Açma,2017-11-03 17:24:00.000,SEHITKAMIL
5466,Kurtarma,Kapı Açma,2017-11-02 23:57:00.000,NIZIP
5467,Kurtarma,Kapı Açma,2017-11-02 10:47:00.000,SAHINBEY
5468,Kurtarma,Kapı Açma,2017-11-02 12:01:00.000,SAHINBEY
5469,Kurtarma,Kapı Açma,2017-11-04 08:15:00.000,SAHINBEY
5470,Kurtarma,Kapı Açma,2017-11-07 15:01:00.000,NURDAGI
5471,Kurtarma,Kapı Açma,2017-11-07 20:55:00.000,SAHINBEY
5472,Kurtarma,Kapı Açma,2017-11-08 22:48:00.000,SAHINBEY
5473,Kurtarma,Kapı Açma,2017-10-07 21:53:00.000,SEHITKAMIL
5474,Kurtarma,Kapı Açma,2017-11-11 10:54:00.000,SEHITKAMIL
5475,Kurtarma,Kapı Açma,2017-11-13 08:56:00.000,SAHINBEY
5476,Kurtarma,Kapı Açma,2017-11-14 17:32:00.000,SAHINBEY
5477,Kurtarma,Kapı Açma,2017-11-14 16:54:00.000,SAHINBEY
5478,Kurtarma,Kapı Açma,2017-11-16 00:21:00.000,NIZIP
5479,Kurtarma,Kapı Açma,2017-11-14 19:46:00.000,SEHITKAMIL
5480,Kurtarma,Kapı Açma,2017-11-17 11:53:00.000,SEHITKAMIL
5481,Kurtarma,Kapı Açma,2017-11-13 16:37:00.000,SAHINBEY
5482,Kurtarma,Kapı Açma,2017-11-16 22:31:00.000,SEHITKAMIL
5483,Kurtarma,Kapı Açma,2017-11-15 00:31:00.000,SEHITKAMIL
5484,Kurtarma,Kapı Açma,2017-11-16 20:47:00.000,NIZIP
5485,Kurtarma,Kapı Açma,2017-11-19 18:33:00.000,SAHINBEY
5486,Kurtarma,Kapı Açma,2017-11-17 22:15:00.000,SEHITKAMIL
5487,Kurtarma,Kapı Açma,2017-11-18 01:30:00.000,SEHITKAMIL
5488,Kurtarma,Kapı Açma,2017-11-21 01:35:00.000,SEHITKAMIL
5489,Kurtarma,Kapı Açma,2017-11-21 04:14:00.000,SEHITKAMIL
5490,Kurtarma,Kapı Açma,2017-11-21 12:00:00.000,SEHITKAMIL
5491,Kurtarma,Kapı Açma,2017-11-22 12:19:00.000,SEHITKAMIL
5492,Kurtarma,Kapı Açma,2017-11-22 11:02:00.000,SAHINBEY
5493,Kurtarma,Kapı Açma,2017-11-26 22:17:00.000,SAHINBEY
5494,Kurtarma,Kapı Açma,2017-11-25 20:29:00.000,SEHITKAMIL
5495,Kurtarma,Kapı Açma,2017-11-25 06:13:00.000,SEHITKAMIL
5496,Kurtarma,Kapı Açma,2017-11-25 05:16:00.000,SEHITKAMIL
5497,Kurtarma,Kapı Açma,2017-11-23 20:04:00.000,SAHINBEY
5498,Kurtarma,Kapı Açma,2017-11-23 22:50:00.000,SAHINBEY
5499,Kurtarma,Kapı Açma,2017-11-27 09:12:00.000,SEHITKAMIL
5500,Kurtarma,Kapı Açma,2017-11-26 18:07:00.000,SEHITKAMIL
5501,Kurtarma,Kapı Açma,2017-11-27 09:10:00.000,SAHINBEY
5502,Kurtarma,Kapı Açma,2017-11-25 11:10:00.000,SEHITKAMIL
5503,Kurtarma,Kapı Açma,2017-11-25 22:59:00.000,SEHITKAMIL
5504,Kurtarma,Kapı Açma,2017-11-25 17:12:00.000,ISLAHIYE
5505,Kurtarma,Kapı Açma,2017-11-28 16:35:00.000,SEHITKAMIL
5506,Kurtarma,Kapı Açma,2017-11-30 21:47:00.000,SAHINBEY
5507,Kurtarma,Kapı Açma,2017-12-05 11:46:00.000,SEHITKAMIL
5508,Kurtarma,Kapı Açma,2017-12-06 16:53:00.000,SAHINBEY
5509,Kurtarma,Kapı Açma,2017-12-05 18:17:00.000,SAHINBEY
5510,Kurtarma,Kapı Açma,2017-12-04 17:53:00.000,SEHITKAMIL
5511,Kurtarma,Kapı Açma,2017-12-04 12:45:00.000,SEHITKAMIL
5512,Kurtarma,Kapı Açma,2017-12-04 11:37:00.000,SEHITKAMIL
5513,Kurtarma,Kapı Açma,2017-12-02 01:48:00.000,SAHINBEY
5514,Kurtarma,Kapı Açma,2017-12-08 13:57:00.000,OGUZELI
5515,Kurtarma,Kapı Açma,2017-12-10 02:29:00.000,SAHINBEY
5516,Kurtarma,Kapı Açma,2017-12-12 23:46:00.000,SAHINBEY
5517,Kurtarma,Kapı Açma,2017-12-12 07:55:00.000,SEHITKAMIL
5518,Kurtarma,Kapı Açma,2017-12-07 21:23:00.000,NIZIP
5519,Kurtarma,Kapı Açma,2017-12-14 00:26:00.000,NIZIP
5520,Kurtarma,Kapı Açma,2017-12-13 09:30:00.000,SEHITKAMIL
5521,Kurtarma,Kapı Açma,2017-12-13 21:37:00.000,SEHITKAMIL
5522,Kurtarma,Kapı Açma,2017-12-14 13:14:00.000,SAHINBEY
5523,Kurtarma,Kapı Açma,2017-12-13 18:10:00.000,SEHITKAMIL
5524,Kurtarma,Kapı Açma,2017-12-15 20:24:00.000,ARABAN
5525,Kurtarma,Kapı Açma,2017-12-16 12:50:00.000,ISLAHIYE
5526,Kurtarma,Kapı Açma,2017-12-17 08:18:00.000,SAHINBEY
5527,Kurtarma,Kapı Açma,2017-12-20 01:46:00.000,NIZIP
5528,Kurtarma,Kapı Açma,2017-12-20 17:48:00.000,NIZIP
5529,Kurtarma,Kapı Açma,2017-12-20 14:51:00.000,SAHINBEY
5530,Kurtarma,Kapı Açma,2017-12-21 11:19:00.000,SEHITKAMIL
5531,Kurtarma,Kapı Açma,2017-12-21 14:54:00.000,SAHINBEY
5532,Kurtarma,Kapı Açma,2017-12-23 02:04:00.000,SAHINBEY
5533,Kurtarma,Kapı Açma,2017-12-12 19:30:00.000,SAHINBEY
5534,Kurtarma,Kapı Açma,2017-12-24 12:47:00.000,SAHINBEY
5535,Kurtarma,Kapı Açma,2017-12-25 17:56:00.000,SAHINBEY
5536,Kurtarma,Kapı Açma,2017-12-25 18:10:00.000,SAHINBEY
5537,Kurtarma,Kapı Açma,2017-12-26 19:07:00.000,SAHINBEY
5538,Kurtarma,Kapı Açma,2018-01-01 16:10:00.000,SAHINBEY
5539,Kurtarma,Kapı Açma,2018-01-04 13:37:00.000,SEHITKAMIL
5540,Kurtarma,Kapı Açma,2018-01-06 08:43:00.000,SAHINBEY
5541,Kurtarma,Kapı Açma,2017-12-27 20:00:00.000,SEHITKAMIL
5542,Kurtarma,Kapı Açma,2017-12-28 19:09:00.000,NIZIP
5543,Kurtarma,Kapı Açma,2017-12-28 22:21:00.000,SEHITKAMIL
5544,Kurtarma,Kapı Açma,2017-12-26 15:53:00.000,SAHINBEY
5545,Kurtarma,Kapı Açma,2018-01-10 15:23:00.000,SAHINBEY
5546,Kurtarma,Kapı Açma,2018-01-11 12:13:00.000,NIZIP
5547,Kurtarma,Kapı Açma,2018-01-10 16:25:00.000,SAHINBEY
5548,Kurtarma,Kapı Açma,2018-01-09 08:04:00.000,SAHINBEY
5549,Kurtarma,Kapı Açma,2018-01-12 15:10:00.000,SEHITKAMIL
5550,Kurtarma,Kapı Açma,2018-01-03 17:24:00.000,ISLAHIYE
5551,Kurtarma,Kapı Açma,2018-01-07 23:15:00.000,SEHITKAMIL
5552,Kurtarma,Kapı Açma,2018-01-13 18:42:00.000,ISLAHIYE
5553,Kurtarma,Kapı Açma,2018-01-16 19:06:00.000,SEHITKAMIL
5554,Kurtarma,Kapı Açma,2018-01-16 16:49:00.000,SAHINBEY
5555,Kurtarma,Kapı Açma,2018-01-17 23:42:00.000,SEHITKAMIL
5556,Kurtarma,Kapı Açma,2018-01-14 20:54:00.000,ISLAHIYE
5557,Kurtarma,Kapı Açma,2018-01-22 16:37:00.000,NIZIP
5558,Kurtarma,Kapı Açma,2018-01-29 11:29:00.000,SAHINBEY
5559,Kurtarma,Kapı Açma,2018-01-28 21:56:00.000,NIZIP
5560,Kurtarma,Kapı Açma,2018-01-27 15:13:00.000,SAHINBEY
5561,Kurtarma,Kapı Açma,2018-01-30 00:34:00.000,SAHINBEY
5562,Kurtarma,Kapı Açma,2018-01-30 20:05:00.000,SAHINBEY
5563,Kurtarma,Kapı Açma,2018-02-06 19:58:00.000,SEHITKAMIL
5564,Kurtarma,Kapı Açma,2018-02-07 12:12:00.000,NIZIP
5565,Kurtarma,Kapı Açma,2018-02-08 03:16:00.000,SAHINBEY
5566,Kurtarma,Kapı Açma,2018-02-04 00:06:00.000,SEHITKAMIL
5567,Kurtarma,Kapı Açma,2018-02-10 01:59:00.000,SAHINBEY
5568,Kurtarma,Kapı Açma,2018-02-08 22:29:00.000,SAHINBEY
5569,Kurtarma,Kapı Açma,2018-02-09 09:44:00.000,SAHINBEY
5570,Kurtarma,Kapı Açma,2018-02-08 12:50:00.000,SAHINBEY
5571,Kurtarma,Kapı Açma,2018-02-08 16:01:00.000,SEHITKAMIL
5572,Kurtarma,Kapı Açma,2018-02-09 17:10:00.000,SEHITKAMIL
5573,Kurtarma,Kapı Açma,2018-02-12 17:17:00.000,SAHINBEY
5574,Kurtarma,Kapı Açma,2018-02-12 11:42:00.000,SEHITKAMIL
5575,Kurtarma,Kapı Açma,2018-02-13 23:56:00.000,SAHINBEY
5576,Kurtarma,Kapı Açma,2018-02-15 18:28:00.000,SAHINBEY
5577,Kurtarma,Kapı Açma,2018-02-15 12:03:00.000,NIZIP
5578,Kurtarma,Kapı Açma,2018-02-15 13:08:00.000,NIZIP
5579,Kurtarma,Kapı Açma,2018-02-16 23:53:00.000,YAVUZELI
5580,Kurtarma,Kapı Açma,2018-02-18 02:00:00.000,SEHITKAMIL
5581,Kurtarma,Kapı Açma,2018-02-16 14:38:00.000,SAHINBEY
5582,Kurtarma,Kapı Açma,2018-02-20 23:18:00.000,NIZIP
5583,Kurtarma,Kapı Açma,2018-02-22 00:58:00.000,SAHINBEY
5584,Kurtarma,Kapı Açma,2018-02-21 09:14:00.000,SEHITKAMIL
5585,Kurtarma,Kapı Açma,2018-02-24 01:21:00.000,SAHINBEY
5586,Kurtarma,Kapı Açma,2018-02-23 23:38:00.000,SAHINBEY
5587,Kurtarma,Kapı Açma,2018-02-25 00:28:00.000,NIZIP
5588,Kurtarma,Kapı Açma,2018-02-25 13:40:00.000,SAHINBEY
5589,Kurtarma,Kapı Açma,2018-02-25 16:22:00.000,NIZIP
5590,Kurtarma,Kapı Açma,2018-02-26 18:02:00.000,SAHINBEY
5591,Kurtarma,Kapı Açma,2018-02-28 14:10:00.000,SAHINBEY
5592,Kurtarma,Kapı Açma,2018-02-28 20:43:00.000,SAHINBEY
5593,Kurtarma,Kapı Açma,2018-03-01 10:47:00.000,SAHINBEY
5594,Kurtarma,Kapı Açma,2018-03-02 21:15:00.000,NIZIP
5595,Kurtarma,Kapı Açma,2018-03-02 18:42:00.000,SEHITKAMIL
5596,Kurtarma,Kapı Açma,2018-03-03 12:22:00.000,SAHINBEY
5597,Kurtarma,Kapı Açma,2018-03-10 18:08:00.000,NIZIP
5598,Kurtarma,Kapı Açma,2018-03-02 14:05:00.000,SEHITKAMIL
5599,Kurtarma,Kapı Açma,2018-03-04 21:38:00.000,SAHINBEY
5600,Kurtarma,Kapı Açma,2018-03-06 20:28:00.000,SEHITKAMIL
5601,Kurtarma,Kapı Açma,2018-03-08 02:35:00.000,SEHITKAMIL
5602,Kurtarma,Kapı Açma,2018-03-07 22:07:00.000,SAHINBEY
5603,Kurtarma,Kapı Açma,2018-03-08 20:43:00.000,SAHINBEY
5604,Kurtarma,Kapı Açma,2018-03-10 22:20:00.000,NIZIP
5605,Kurtarma,Kapı Açma,2018-03-06 18:47:00.000,SAHINBEY
5606,Kurtarma,Kapı Açma,2018-03-11 18:33:00.000,NIZIP
5607,Kurtarma,Kapı Açma,2018-03-12 20:07:00.000,NIZIP
5608,Kurtarma,Kapı Açma,2018-03-18 00:15:00.000,SEHITKAMIL
5609,Kurtarma,Kapı Açma,2018-03-18 00:28:00.000,NIZIP
5610,Kurtarma,Kapı Açma,2018-03-13 23:33:00.000,SEHITKAMIL
5611,Kurtarma,Kapı Açma,2018-03-13 16:23:00.000,NIZIP
5612,Kurtarma,Kapı Açma,2018-03-18 22:08:00.000,SAHINBEY
5613,Kurtarma,Kapı Açma,2018-03-20 09:00:00.000,SAHINBEY
5614,Kurtarma,Kapı Açma,2018-03-20 08:27:00.000,SAHINBEY
5615,Kurtarma,Kapı Açma,2018-03-17 12:15:00.000,SEHITKAMIL
5616,Kurtarma,Kapı Açma,2018-03-17 12:58:00.000,SEHITKAMIL
5617,Kurtarma,Kapı Açma,2018-03-22 14:35:00.000,ISLAHIYE
5618,Kurtarma,Kapı Açma,2018-03-23 12:19:00.000,SEHITKAMIL
5619,Kurtarma,Kapı Açma,2018-03-26 17:24:00.000,SAHINBEY
5620,Kurtarma,Kapı Açma,2018-03-23 19:01:00.000,NURDAGI
5621,Kurtarma,Kapı Açma,2018-03-25 00:43:00.000,SEHITKAMIL
5622,Kurtarma,Kapı Açma,2018-03-25 09:45:00.000,SEHITKAMIL
5623,Kurtarma,Kapı Açma,2018-03-25 18:06:00.000,SAHINBEY
5624,Kurtarma,Kapı Açma,2018-03-27 21:05:00.000,SEHITKAMIL
5625,Kurtarma,Kapı Açma,2018-03-28 11:50:00.000,NIZIP
5626,Kurtarma,Kapı Açma,2018-03-28 00:12:00.000,SAHINBEY
5627,Kurtarma,Kapı Açma,2018-03-30 00:22:00.000,SAHINBEY
5628,Kurtarma,Kapı Açma,2018-03-28 23:38:00.000,NIZIP
5629,Kurtarma,Kapı Açma,2018-03-30 15:00:00.000,NIZIP
5630,Kurtarma,Kapı Açma,2018-03-30 23:26:00.000,NIZIP
5631,Kurtarma,Kapı Açma,2018-03-31 23:13:00.000,ARABAN
5632,Kurtarma,Kapı Açma,2018-04-02 12:34:00.000,NIZIP
5633,Kurtarma,Kapı Açma,2018-04-03 01:06:00.000,SAHINBEY
5634,Kurtarma,Kapı Açma,2018-04-03 13:22:00.000,SAHINBEY
5635,Kurtarma,Kapı Açma,2018-04-04 17:35:00.000,SAHINBEY
5636,Kurtarma,Kapı Açma,2018-03-30 17:30:00.000,ARABAN
5637,Kurtarma,Kapı Açma,2018-04-04 22:59:00.000,SAHINBEY
5638,Kurtarma,Kapı Açma,2018-04-04 23:19:00.000,SAHINBEY
5639,Kurtarma,Kapı Açma,2018-04-03 19:22:00.000,SAHINBEY
5640,Kurtarma,Kapı Açma,2018-04-06 11:14:00.000,SAHINBEY
5641,Kurtarma,Kapı Açma,2018-04-05 10:17:00.000,SEHITKAMIL
5642,Kurtarma,Kapı Açma,2018-04-06 23:51:00.000,SAHINBEY
5643,Kurtarma,Kapı Açma,2018-04-05 18:09:00.000,ISLAHIYE
5644,Kurtarma,Kapı Açma,2018-04-12 00:25:00.000,NIZIP
5645,Kurtarma,Kapı Açma,2018-04-09 17:01:00.000,SAHINBEY
5646,Kurtarma,Kapı Açma,2018-04-09 23:25:00.000,NIZIP
5647,Kurtarma,Kapı Açma,2018-04-08 21:06:00.000,SEHITKAMIL
5648,Kurtarma,Kapı Açma,2018-04-12 23:59:00.000,SAHINBEY
5649,Kurtarma,Kapı Açma,2018-04-12 22:06:00.000,SAHINBEY
5650,Kurtarma,Kapı Açma,2018-04-13 17:03:00.000,SEHITKAMIL
5651,Kurtarma,Kapı Açma,2018-04-13 21:56:00.000,SAHINBEY
5652,Kurtarma,Kapı Açma,2018-04-14 16:54:00.000,SEHITKAMIL
5653,Kurtarma,Kapı Açma,2018-04-14 23:33:00.000,SEHITKAMIL
5654,Kurtarma,Kapı Açma,2018-04-13 22:10:00.000,SAHINBEY
5655,Kurtarma,Kapı Açma,2018-04-13 21:22:00.000,SAHINBEY
5656,Kurtarma,Kapı Açma,2018-04-15 14:28:00.000,NIZIP
5657,Kurtarma,Kapı Açma,2018-04-15 00:39:00.000,SEHITKAMIL
5658,Kurtarma,Kapı Açma,2018-04-16 02:00:00.000,SAHINBEY
5659,Kurtarma,Kapı Açma,2018-04-16 16:16:00.000,NIZIP
5660,Kurtarma,Kapı Açma,2018-04-18 18:05:00.000,SAHINBEY
5661,Kurtarma,Kapı Açma,2018-04-17 22:08:00.000,SEHITKAMIL
5662,Kurtarma,Kapı Açma,2018-04-16 23:09:00.000,NIZIP
5663,Kurtarma,Kapı Açma,2018-04-20 23:19:00.000,SAHINBEY
5664,Kurtarma,Kapı Açma,2018-04-20 23:24:00.000,SAHINBEY
5665,Kurtarma,Kapı Açma,2018-04-20 11:36:00.000,SAHINBEY
5666,Kurtarma,Kapı Açma,2018-04-20 22:58:00.000,SEHITKAMIL
5667,Kurtarma,Kapı Açma,2018-04-19 17:48:00.000,ISLAHIYE
5668,Kurtarma,Kapı Açma,2018-04-22 22:00:00.000,SEHITKAMIL
5669,Kurtarma,Kapı Açma,2018-04-23 01:32:00.000,NIZIP
5670,Kurtarma,Kapı Açma,2018-04-24 12:15:00.000,SEHITKAMIL
5671,Kurtarma,Kapı Açma,2018-04-24 12:51:00.000,NIZIP
5672,Kurtarma,Kapı Açma,2018-04-24 18:40:00.000,SEHITKAMIL
5673,Kurtarma,Kapı Açma,2018-04-24 20:13:00.000,SAHINBEY
5674,Kurtarma,Kapı Açma,2018-04-25 02:33:00.000,SAHINBEY
5675,Kurtarma,Kapı Açma,2018-04-26 14:34:00.000,SEHITKAMIL
5676,Kurtarma,Kapı Açma,2018-04-19 21:04:00.000,NIZIP
5677,Kurtarma,Kapı Açma,2018-04-27 18:03:00.000,SAHINBEY
5678,Kurtarma,Kapı Açma,2018-04-30 15:14:00.000,SEHITKAMIL
5679,Kurtarma,Kapı Açma,2018-05-02 01:08:00.000,SEHITKAMIL
5680,Kurtarma,Kapı Açma,2018-05-02 00:54:00.000,NIZIP
5681,Kurtarma,Kapı Açma,2018-05-03 00:19:00.000,SAHINBEY
5682,Kurtarma,Kapı Açma,2018-04-03 22:16:00.000,SEHITKAMIL
5683,Kurtarma,Kapı Açma,2018-05-06 03:32:00.000,SAHINBEY
5684,Kurtarma,Kapı Açma,2018-05-05 22:50:00.000,SAHINBEY
5685,Kurtarma,Kapı Açma,2018-05-07 22:03:00.000,NIZIP
5686,Kurtarma,Kapı Açma,2018-05-07 14:03:00.000,SAHINBEY
5687,Kurtarma,Kapı Açma,2018-05-08 22:29:00.000,NIZIP
5688,Kurtarma,Kapı Açma,2018-05-08 18:29:00.000,NIZIP
5689,Kurtarma,Kapı Açma,2018-05-09 19:15:00.000,SEHITKAMIL
5690,Kurtarma,Kapı Açma,2018-05-11 15:28:00.000,SAHINBEY
5691,Kurtarma,Kapı Açma,2018-05-11 22:36:00.000,SAHINBEY
5692,Kurtarma,Kapı Açma,2018-05-09 19:00:00.000,ISLAHIYE
5693,Kurtarma,Kapı Açma,2018-05-12 23:18:00.000,NIZIP
5694,Kurtarma,Kapı Açma,2018-05-14 02:16:00.000,NIZIP
5695,Kurtarma,Kapı Açma,2018-05-14 00:08:00.000,NIZIP
5696,Kurtarma,Kapı Açma,2018-05-13 23:23:00.000,SAHINBEY
5697,Kurtarma,Kapı Açma,2018-05-15 00:27:00.000,SEHITKAMIL
5698,Kurtarma,Kapı Açma,2018-05-15 04:53:00.000,SEHITKAMIL
5699,Kurtarma,Kapı Açma,2018-05-14 23:08:00.000,SEHITKAMIL
5700,Kurtarma,Kapı Açma,2018-05-17 23:06:00.000,SAHINBEY
5701,Kurtarma,Kapı Açma,2018-05-15 22:10:00.000,SEHITKAMIL
5702,Kurtarma,Kapı Açma,2018-05-15 19:56:00.000,SEHITKAMIL
5703,Kurtarma,Kapı Açma,2018-05-18 02:31:00.000,SAHINBEY
5704,Kurtarma,Kapı Açma,2018-05-17 23:11:00.000,SAHINBEY
5705,Kurtarma,Kapı Açma,2018-05-20 23:30:00.000,ISLAHIYE
5706,Kurtarma,Kapı Açma,2018-05-21 17:25:00.000,SAHINBEY
5707,Kurtarma,Kapı Açma,2018-05-24 13:25:00.000,SEHITKAMIL
5708,Kurtarma,Kapı Açma,2018-05-25 15:24:00.000,SEHITKAMIL
5709,Kurtarma,Kapı Açma,2018-05-24 23:02:00.000,SEHITKAMIL
5710,Kurtarma,Kapı Açma,2018-05-23 21:03:00.000,SEHITKAMIL
5711,Kurtarma,Kapı Açma,2018-05-24 12:04:00.000,NIZIP
5712,Kurtarma,Kapı Açma,2018-05-20 00:33:00.000,SAHINBEY
5713,Kurtarma,Kapı Açma,2018-05-22 17:48:00.000,NIZIP
5714,Kurtarma,Kapı Açma,2018-05-27 20:13:00.000,SEHITKAMIL
5715,Kurtarma,Kapı Açma,2018-05-27 18:51:00.000,SAHINBEY
5716,Kurtarma,Kapı Açma,2018-05-26 13:22:00.000,SEHITKAMIL
5717,Kurtarma,Kapı Açma,2018-05-25 23:13:00.000,SEHITKAMIL
5718,Kurtarma,Kapı Açma,2018-05-26 18:09:00.000,SAHINBEY
5719,Kurtarma,Kapı Açma,2018-05-28 18:56:00.000,SEHITKAMIL
